"STUDYID","DOMAIN","USUBJID","POOLID","CLSEQ","CLGRPID","CLSPID","CLTESTCD","CLTEST","CLCAT","CLSCAT","CLBODSYS","CLORRES","CLSTRESC","CLRESCAT","CLSTAT","CLREASND","CLLOC","CLEVAL","CLSEV","CLEXCLFL","CLREASEX","VISITDY","CLDTC","CLDY","CLTPT","CLTPTNUM","CLELTM","CLTPTREF","CLRFTDTC"
"GLP003","CL","107001504",NA,6205,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Mouth","Haircoat, abnormal",NA,NA,NA,"Mouth",NA,NA,NA,NA,29,"2007-07-12T13:04:43",29,NA,NA,NA,NA,NA
"GLP003","CL","107001504",NA,6206,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Head","Haircoat, abnormal",NA,NA,NA,"Head",NA,NA,NA,NA,29,"2007-07-12T13:04:43",29,NA,NA,NA,NA,NA
"GLP003","CL","107001504",NA,6207,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T10:36:48",30,NA,NA,NA,NA,NA
"GLP003","CL","107001504",NA,6208,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001504",NA,6209,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001504",NA,6210,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6211,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:56:50",1,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6212,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:35:52",2,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6213,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:10:19",3,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6214,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T11:00:54",4,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6215,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"Alopecia, Forefeet/hands, both","Alopecia",NA,NA,NA,"Forefeet/hands, both",NA,NA,NA,NA,22,"2007-07-05T11:48:38",22,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6216,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T07:09:00",2,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6217,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,5,"2007-06-18T10:41:07",5,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6218,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,6,"2007-06-19T15:37:21",6,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6219,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,7,"2007-06-20T12:00:37",7,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6220,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, mucous","Feces, mucous",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T07:35:00",8,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6221,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,8,"2007-06-21T11:21:17",8,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6222,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,9,"2007-06-22T12:13:00",9,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6223,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,10,"2007-06-23T16:20:24",10,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6224,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,11,"2007-06-24T14:47:04",11,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6225,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,12,"2007-06-25T14:29:41",12,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6226,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,13,"2007-06-26T13:56:48",13,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6227,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,14,"2007-06-27T12:04:01",14,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6228,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,15,"2007-06-28T14:37:55",15,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6229,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,16,"2007-06-29T14:09:15",16,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6230,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,17,"2007-06-30T14:06:40",17,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6231,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, thin, Forelimb, right","Haircoat, thin",NA,NA,NA,"Forelimb, right",NA,NA,NA,NA,18,"2007-07-01T11:57:10",18,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6232,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,19,"2007-07-02T12:21:18",19,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6233,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,20,"2007-07-03T10:11:50",20,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6234,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,21,"2007-07-04T13:31:33",21,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6235,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,22,"2007-07-05T14:11:27",22,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6236,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Scab, focal, Mouth","Scab, focal",NA,NA,NA,"Mouth",NA,NA,NA,NA,23,"2007-07-06T11:18:41",23,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6237,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,23,"2007-07-06T11:18:41",23,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6238,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,24,"2007-07-07T13:42:38",24,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6239,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,25,"2007-07-08T13:38:25",25,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6240,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,26,"2007-07-09T09:06:01",26,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6241,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,27,"2007-07-10T12:56:29",27,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6242,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,28,"2007-07-11T13:50:14",28,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6243,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Alopecia, Forelimbs, both","Alopecia",NA,NA,NA,"Forelimbs, both",NA,NA,NA,NA,29,"2007-07-12T13:04:51",29,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6244,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T10:36:58",30,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6245,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6246,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001536",NA,6247,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6248,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:56:51",1,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6249,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:35:53",2,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6250,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:10:20",3,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6251,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T11:01:17",4,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6252,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:39:38",6,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6253,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T12:00:39",7,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6254,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T12:13:26",9,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6255,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T16:20:30",10,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6256,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:47:06",11,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6257,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,18,"2007-07-01T11:57:41",18,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6258,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,20,"2007-07-03T10:12:03",20,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6259,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,21,"2007-07-04T13:31:35",21,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6260,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T14:13:24",22,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6261,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,23,"2007-07-06T11:19:37",23,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6262,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,26,"2007-07-09T09:07:09",26,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6263,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:42:46",5,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6264,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,5,"2007-06-18T10:42:46",5,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6265,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:22:38",8,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6266,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,8,"2007-06-21T11:22:38",8,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6267,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:30:48",12,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6268,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,12,"2007-06-25T14:30:48",12,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6269,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,13,"2007-06-26T13:56:57",13,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6270,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,13,"2007-06-26T13:56:57",13,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6271,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,14,"2007-06-27T12:05:50",14,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6272,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,14,"2007-06-27T12:05:50",14,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6273,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,15,"2007-06-28T14:38:01",15,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6274,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,15,"2007-06-28T14:38:01",15,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6275,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,16,"2007-06-29T14:10:46",16,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6276,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,16,"2007-06-29T14:10:46",16,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6277,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,17,"2007-06-30T14:07:17",17,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6278,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,17,"2007-06-30T14:07:17",17,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6279,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,19,"2007-07-02T12:22:51",19,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6280,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,19,"2007-07-02T12:22:51",19,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6281,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:06:00",22,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6282,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Forefeet/hands, both","Haircoat, abnormal",NA,NA,NA,"Forefeet/hands, both",NA,NA,NA,NA,24,"2007-07-07T13:44:01",24,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6283,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Forefeet/hands, both","Haircoat, abnormal",NA,NA,NA,"Forefeet/hands, both",NA,NA,NA,NA,25,"2007-07-08T13:38:31",25,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6284,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Feces, unformed","Feces, unformed",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T06:12:00",27,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6285,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,27,"2007-07-10T12:57:31",27,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6286,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,27,"2007-07-10T12:57:31",27,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6287,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Soiling, perigenital","Soiling, perigenital",NA,NA,NA,NA,NA,NA,NA,NA,28,"2007-07-11T13:51:14",28,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6288,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Perigenital","Haircoat, abnormal",NA,NA,NA,"Perigenital",NA,NA,NA,NA,28,"2007-07-11T13:51:14",28,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6289,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"Haircoat, abnormal, Mouth","Haircoat, abnormal",NA,NA,NA,"Mouth",NA,NA,NA,NA,29,"2007-07-12T13:05:54",29,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6290,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"End-of-Dose Necropsy","End-of-Dose Necropsy",NA,NA,NA,NA,NA,NA,NA,NA,30,"2007-07-13T10:37:08",30,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6291,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T15:34:11",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6292,NA,NA,"EOBS","Ophthalmologic Examinations","OPHTHALMOLOGY",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:07:10",22,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6293,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,-7,"2007-06-07T08:15:15",-7,NA,NA,NA,NA,NA
"GLP003","CL","107001633",NA,6294,NA,NA,"VOBS","Veterinary Examinations","PHYSICAL EXAM",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,22,"2007-07-05T11:49:48",22,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6295,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,1,"2007-06-14T15:56:53",1,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6296,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,2,"2007-06-15T15:35:54",2,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6297,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,3,"2007-06-16T15:10:50",3,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6298,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,4,"2007-06-17T11:01:18",4,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6299,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,5,"2007-06-18T10:43:51",5,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6300,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,6,"2007-06-19T15:39:42",6,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6301,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,7,"2007-06-20T12:00:40",7,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6302,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,8,"2007-06-21T11:23:50",8,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6303,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,9,"2007-06-22T12:13:44",9,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6304,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,10,"2007-06-23T16:20:52",10,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6305,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,11,"2007-06-24T14:47:07",11,NA,NA,NA,NA,NA
"GLP003","CL","107001628",NA,6306,NA,NA,"CO","Clinical Observation","CLINICAL SIGNS",NA,NA,"NORMAL","NORMAL",NA,NA,NA,NA,NA,NA,NA,NA,12,"2007-06-25T14:31:52",12,NA,NA,NA,NA,NA
